Time(ms),Voltage(mV),Current(nA),Energy(uJ)
1329.5,3300,3.4639e+006,14509.7
1330,3300,3.4639e+006,14513.5
1330.5,3300,3.4639e+006,14516.9
1331,3300,3.4639e+006,14520.7
1331.5,3300,3.4639e+006,14524
1332,3300,3.4639e+006,14527.8
1332.5,3300,3.4639e+006,14531.6
1333,3300,3.4639e+006,14534.9
1333.5,3300,2.1939e+006,14538.7
1334,3300,2.1939e+006,14542.1
1334.5,3300,2.1939e+006,14545.8
1335,3300,2.1939e+006,14549.6
1335.5,3300,2.1939e+006,14553
1336,3300,2.1939e+006,14556.7
1336.5,3300,2.1939e+006,14560.5
1337,3300,2.1939e+006,14563.9
1337.5,3300,2.1939e+006,14567.7
1338,3300,2.1939e+006,14571
1338.5,3300,2.1939e+006,14574.8
1339,3300,2.1939e+006,14578.1
1339.5,3300,2.1939e+006,14581.9
1340,3300,2.1939e+006,14585.7
1340.5,3300,2.1939e+006,14589.1
1341,3300,2.1939e+006,14592.8
1341.5,3300,2.162e+006,14596.2
1342,3300,2.162e+006,14600
1342.5,3300,2.162e+006,14603.7
1343,3300,2.162e+006,14607.1
1343.5,3300,2.162e+006,14610.9
1344,3300,2.162e+006,14614.2
1344.5,3300,2.162e+006,14618
1345,3300,2.2167e+006,14621.8
1345.5,3300,2.2167e+006,14625.6
1346,3300,2.2167e+006,14628.9
1346.5,3300,2.2167e+006,14632.7
1347,3300,2.2167e+006,14636.1
1347.5,3300,2.2167e+006,14639.8
1348,3300,2.2167e+006,14643.6
1348.5,3300,2.2167e+006,14647
1349,3300,2.1939e+006,14650.8
1349.5,3300,2.1939e+006,14654.1
1350,3300,2.1939e+006,14657.9
1350.5,3300,2.1939e+006,14661.7
1351,3300,2.1939e+006,14665.9
1351.5,3300,2.1939e+006,14670.1
1352,3300,2.1939e+006,14674.3
1352.5,3300,2.399e+006,14678.5
1353,3300,2.399e+006,14682.2
1353.5,3300,2.399e+006,14686.9
1354,3300,2.399e+006,14691.1
1354.5,3300,2.399e+006,14694.8
1355,3300,2.399e+006,14699
1355.5,3300,2.399e+006,14703.2
1356,3300,2.5084e+006,14707.4
1356.5,3300,2.5084e+006,14711.6
1357,3300,2.5084e+006,14715.8
1357.5,3300,2.5084e+006,14720
1358,3300,2.5084e+006,14724.2
1358.5,3300,2.5084e+006,14728.4
1359,3300,2.5084e+006,14732.6
1359.5,3300,2.6178e+006,14737.7
1360,3300,2.6178e+006,14742.3
1360.5,3300,2.6178e+006,14747.3
1361,3300,2.6178e+006,14752
1361.5,3300,2.6178e+006,14757
1362,3300,2.6178e+006,14761.6
1362.5,3300,2.8852e+006,14766.2
1363,3300,2.8852e+006,14771.3
1363.5,3300,2.8852e+006,14775.9
1364,3300,2.8852e+006,14780.1
1364.5,3300,2.8852e+006,14784.3
1365,3300,2.8852e+006,14788.5
1365.5,3300,2.63e+006,14792.3
1366,3300,2.63e+006,14796.5
1366.5,3300,2.63e+006,14800.2
1367,3300,2.63e+006,14803.6
1367.5,3300,2.63e+006,14807.4
1368,3300,2.63e+006,14811.2
1368.5,3300,2.63e+006,14814.5
1369,3300,2.2531e+006,14818.3
1369.5,3300,2.2531e+006,14821.7
1370,3300,2.2531e+006,14825.4
1370.5,3300,2.2531e+006,14829.2
1371,3300,2.2531e+006,14832.6
1371.5,3300,2.2531e+006,14836.3
1372,3300,2.2531e+006,14839.7
1372.5,3300,2.2531e+006,14843.5
1373,3300,2.1939e+006,14847.3
1373.5,3300,2.1939e+006,14850.6
1374,3300,2.1939e+006,14854.4
1374.5,3300,2.1939e+006,14857.7
1375,3300,2.1939e+006,14861.5
1375.5,3300,2.1939e+006,14865.3
1376,3300,2.1939e+006,14869.1
1376.5,3300,2.1939e+006,14872.4
1377,3300,2.1939e+006,14876.2
1377.5,3300,2.1939e+006,14879.6
1378,3300,2.1939e+006,14883.3
1378.5,3300,2.1939e+006,14887.1
1379,3300,2.1939e+006,14890.5
1379.5,3300,2.1939e+006,14894.3
1380,3300,2.1939e+006,14897.6
1380.5,3300,2.1939e+006,14901.4
1381,3300,2.1939e+006,14905.2
1381.5,3300,2.1939e+006,14908.5
1382,3300,2.1939e+006,14912.3
1382.5,3300,2.1939e+006,14915.7
1383,3300,2.1939e+006,14919.4
1383.5,3300,2.1939e+006,14923.2
1384,3300,2.1939e+006,14926.6
1384.5,3300,2.1939e+006,14930.4
1385,3300,2.162e+006,14933.7
1385.5,3300,2.162e+006,14937.5
1386,3300,2.162e+006,14941.3
1386.5,3300,2.162e+006,14944.6
1387,3300,2.162e+006,14948.4
1387.5,3300,2.162e+006,14952.2
1388,3300,2.162e+006,14955.5
1388.5,3300,2.2167e+006,14959.3
1389,3300,2.2167e+006,14962.7
1389.5,3300,2.2167e+006,14966.4
1390,3300,2.2167e+006,14970.2
1390.5,3300,2.2167e+006,14973.6
1391,3300,2.2167e+006,14977.4
1391.5,3300,2.2167e+006,14981.1
1392,3300,2.2167e+006,14984.5
1392.5,3300,2.1939e+006,14988.3
1393,3300,2.1939e+006,14991.6
1393.5,3300,2.1939e+006,14995.4
1394,3300,2.1939e+006,14999.2
1394.5,3300,2.1939e+006,15002.5
1395,3300,2.1939e+006,15006.3
1395.5,3300,2.1939e+006,15009.7
1396,3300,2.1939e+006,15013.5
1396.5,3300,2.2258e+006,15017.7
1397,3300,2.2258e+006,15022.3
1397.5,3300,2.2258e+006,15042.9
1398,3300,9.5225e+006,15064.8
1398.5,3300,9.5225e+006,15081.6
1399,3300,8.6715e+006,15093.4
1399.5,3300,8.6715e+006,15104.8
1400,3300,8.6715e+006,15116.5
1400.5,3300,7.0548e+006,15128.3
1401,3300,7.0548e+006,15139.7
1401.5,3300,7.0548e+006,15151.5
1402,3300,7.0548e+006,15163.2
1402.5,3300,7.0548e+006,15174.6
1403,3300,7.0548e+006,15186.4
1403.5,3300,7.0548e+006,15198.2
1404,3300,7.0548e+006,15209.5
1404.5,3300,7.0548e+006,15221.3
1405,3300,6.8846e+006,15232.2
1405.5,3300,6.8846e+006,15239.8
1406,3300,6.8846e+006,15243.2
1406.5,3300,6.8846e+006,15246.9
1407,3300,6.8846e+006,15251.6
1407.5,3300,3.3107e+006,15259.6
1408,3300,3.3107e+006,15266.7
1408.5,3300,3.3107e+006,15273.9
1409,3300,3.3107e+006,15281
1409.5,3300,4.3318e+006,15288.1
1410,3300,4.3318e+006,15295.3
1410.5,3300,4.3318e+006,15302.4
1411,3300,4.3318e+006,15310.4
1411.5,3300,4.4595e+006,15317.6
1412,3300,4.4595e+006,15324.7
1412.5,3300,4.4595e+006,15331.9
1413,3300,4.4595e+006,15339
1413.5,3300,4.268e+006,15345.8
1414,3300,4.268e+006,15353.3
1414.5,3300,4.268e+006,15360.9
1415,3300,4.268e+006,15368
1415.5,3300,4.4595e+006,15375.2
1416,3300,4.4595e+006,15382.3
1416.5,3300,4.4595e+006,15389.5
1417,3300,4.4595e+006,15397.9
1417.5,3300,4.5233e+006,15405
1418,3300,4.5233e+006,15411.8
1418.5,3300,4.5233e+006,15418.9
1419,3300,4.5233e+006,15426.1
1419.5,3300,4.268e+006,15433.2
1420,3300,4.268e+006,15440.4
1420.5,3300,4.268e+006,15447.1
1421,3300,4.268e+006,15454.2
1421.5,3300,4.268e+006,15461.4
1422,3300,4.268e+006,15468.1
1422.5,3300,4.268e+006,15471.5
1423,3300,4.268e+006,15475.2
1423.5,3300,4.268e+006,15479
1424,3300,4.268e+006,15482.4
1424.5,3300,4.268e+006,15486.1
1425,3300,2.4355e+006,15489.5
1425.5,3300,2.4355e+006,15493.3
1426,3300,2.4355e+006,15497.1
1426.5,3300,2.4355e+006,15500.4
1427,3300,2.4355e+006,15504.2
1427.5,3300,2.4355e+006,15507.6
1428,3300,2.4355e+006,15511.3
1428.5,3300,2.4355e+006,15514.7
1429,3300,2.1939e+006,15518.5
1429.5,3300,2.1939e+006,15522.2
1430,3300,2.1939e+006,15526
1430.5,3300,2.1939e+006,15530.2
1431,3300,2.1939e+006,15534.4
1431.5,3300,2.1939e+006,15538.6
1432,3300,2.1939e+006,15542.8
1432.5,3300,2.4719e+006,15547
1433,3300,2.4719e+006,15551.2
1433.5,3300,2.4719e+006,15555.4
1434,3300,2.4719e+006,15559.6
1434.5,3300,2.4719e+006,15563.8
1435,3300,2.4719e+006,15568
1435.5,3300,2.4719e+006,15572.2
1436,3300,2.5449e+006,15576.4
1436.5,3300,2.5449e+006,15580.6
1437,3300,2.5449e+006,15584.8
1437.5,3300,2.5449e+006,15589
1438,3300,2.5449e+006,15596.2
1438.5,3300,3.5149e+006,15605.4
1439,3300,3.5149e+006,15614.2
1439.5,3300,3.5149e+006,15622.6
1440,3300,3.5149e+006,15630.6
1440.5,3300,5.0976e+006,15639
1441,3300,5.0976e+006,15647.5
1441.5,3300,5.0976e+006,15655.5
1442,3300,5.0976e+006,15663.9
1442.5,3300,4.97e+006,15671.9
1443,3300,4.97e+006,15679.8
1443.5,3300,4.97e+006,15687.4
1444,3300,4.97e+006,15695
1444.5,3300,4.6509e+006,15702.5
1445,3300,4.6509e+006,15710.5
1445.5,3300,4.6509e+006,15717.3
1446,3300,4.6509e+006,15724.4
1446.5,3300,4.3956e+006,15731.6
1447,3300,4.3956e+006,15738.7
1447.5,3300,4.3956e+006,15743.7
1448,3300,4.3956e+006,15747.1
1448.5,3300,4.3956e+006,15750.9
1449,3300,4.3956e+006,15754.7
1449.5,3300,2.6725e+006,15758
1450,3300,2.6725e+006,15761.8
1450.5,3300,2.6725e+006,15765.2
1451,3300,2.6725e+006,15768.9
1451.5,3300,2.6725e+006,15772.7
1452,3300,2.6725e+006,15776.1
1452.5,3300,2.6725e+006,15779.8
1453,3300,2.6725e+006,15783.2
1453.5,3300,2.1939e+006,15787
1454,3300,2.1939e+006,15790.8
1454.5,3300,2.1939e+006,15794.1
1455,3300,2.1939e+006,15797.9
1455.5,3300,2.1939e+006,15801.7
1456,3300,2.1939e+006,15805
1456.5,3300,2.1939e+006,15808.8
1457,3300,2.1939e+006,15812.2
1457.5,3300,2.1939e+006,15815.9
1458,3300,2.1939e+006,15819.7
1458.5,3300,2.1939e+006,15823.1
1459,3300,2.1939e+006,15826.8
1459.5,3300,2.1939e+006,15830.2
1460,3300,2.1939e+006,15834
1460.5,3300,2.1939e+006,15837.8
1461,3300,2.1939e+006,15841.1
1461.5,3300,2.1939e+006,15844.9
1462,3300,2.1939e+006,15848.2
1462.5,3300,2.1939e+006,15852
1463,3300,2.1939e+006,15855.8
1463.5,3300,2.1939e+006,15859.6
1464,3300,2.1939e+006,15862.9
1464.5,3300,2.1939e+006,15866.7
1465,3300,2.2167e+006,15870.5
1465.5,3300,2.2167e+006,15873.9
1466,3300,2.2167e+006,15877.6
1466.5,3300,2.2167e+006,15881.4
1467,3300,2.2167e+006,15884.8
1467.5,3300,2.2167e+006,15888.5
1468,3300,2.2167e+006,15891.9
1468.5,3300,2.2167e+006,15895.7
1469,3300,2.1939e+006,15899.5
1469.5,3300,2.1939e+006,15902.8
1470,3300,2.1939e+006,15906.6
1470.5,3300,2.1939e+006,15909.9
1471,3300,2.1939e+006,15913.7
1471.5,3300,2.1939e+006,15917.5
1472,3300,2.1939e+006,15920.9
1472.5,3300,2.1939e+006,15924.6
1473,3300,2.162e+006,15928
1473.5,3300,2.162e+006,15931.8
1474,3300,2.162e+006,15935.5
1474.5,3300,2.162e+006,15938.9
1475,3300,2.162e+006,15942.7
1475.5,3300,2.162e+006,15946.5
1476,3300,2.162e+006,15949.8
1476.5,3300,2.2167e+006,15953.6
1477,3300,2.2167e+006,15958.2
1477.5,3300,2.2167e+006,15967.5
1478,3300,7.225e+006,15989.4
1478.5,3300,7.225e+006,16011.7
1479,3300,1.07138e+007,16024.7
1479.5,3300,1.07138e+007,16036.5
1480,3300,1.07138e+007,16048.3
1480.5,3300,7.0548e+006,16059.6
1481,3300,7.0548e+006,16071.4
1481.5,3300,7.0548e+006,16083.2
1482,3300,7.1399e+006,16095
1482.5,3300,7.1399e+006,16106.8
1483,3300,7.1399e+006,16118.1
1483.5,3300,6.9697e+006,16129.5
1484,3300,6.9697e+006,16141.3
1484.5,3300,6.9697e+006,16153
1485,3300,7.0548e+006,16164.4
1485.5,3300,7.0548e+006,16174.9
1486,3300,7.0548e+006,16180
1486.5,3300,7.0548e+006,16183.7
1487,3300,7.0548e+006,16187.5
1487.5,3300,3.2086e+006,16190.9
1488,3300,3.2086e+006,16194.6
1488.5,3300,3.2086e+006,16198
1489,3300,3.2086e+006,16201.8
1489.5,3300,3.2086e+006,16205.6
1490,3300,3.2086e+006,16208.9
1490.5,3300,3.2086e+006,16212.7
1491,3300,3.2086e+006,16216.1
1491.5,3300,2.1939e+006,16219.8
1492,3300,2.1939e+006,16223.6
1492.5,3300,2.1939e+006,16227
1493,3300,2.1939e+006,16230.7
1493.5,3300,2.1939e+006,16234.5
1494,3300,2.1939e+006,16237.9
1494.5,3300,2.1939e+006,16241.7
1495,3300,2.2167e+006,16245.4
1495.5,3300,2.2167e+006,16248.8
1496,3300,2.2167e+006,16252.6
1496.5,3300,2.2167e+006,16256.3
1497,3300,2.2167e+006,16259.7
1497.5,3300,2.2167e+006,16263.5
1498,3300,2.2167e+006,16266.8
1498.5,3300,2.2167e+006,16270.6
1499,3300,2.1939e+006,16274.4
1499.5,3300,2.1939e+006,16277.7
1500,3300,2.1939e+006,16281.5
1500.5,3300,2.1939e+006,16284.9
1501,3300,2.1939e+006,16288.7
1501.5,3300,2.1939e+006,16292.4
1502,3300,2.1939e+006,16295.8
1502.5,3300,2.1939e+006,16299.6
1503,3300,2.162e+006,16302.9
1503.5,3300,2.162e+006,16306.7
1504,3300,2.162e+006,16310.5
1504.5,3300,2.162e+006,16313.8
1505,3300,2.162e+006,16317.6
1505.5,3300,2.162e+006,16321.4
1506,3300,2.162e+006,16324.8
1506.5,3300,2.2167e+006,16328.5
1507,3300,2.2167e+006,16331.9
1507.5,3300,2.2167e+006,16335.7
1508,3300,2.2167e+006,16339.4
1508.5,3300,2.2167e+006,16342.8
1509,3300,2.2167e+006,16347
1509.5,3300,2.2167e+006,16351.2
1510,3300,2.399e+006,16356.2
1510.5,3300,2.399e+006,16364.6
1511,3300,2.399e+006,16372.6
1511.5,3300,2.399e+006,16380.2
1512,3300,4.7785e+006,16387.8
1512.5,3300,4.7785e+006,16395.3
1513,3300,4.7785e+006,16402.9
1513.5,3300,4.7785e+006,16410.9
1514,3300,4.7785e+006,16419.3
1514.5,3300,4.7785e+006,16426.9
1515,3300,4.7785e+006,16434.5
1515.5,3300,4.7785e+006,16442
1516,3300,4.6509e+006,16450
1516.5,3300,4.6509e+006,16457.6
1517,3300,4.6509e+006,16466
1517.5,3300,4.6509e+006,16474
1518,3300,4.9062e+006,16482.4
1518.5,3300,4.9062e+006,16490.4
1519,3300,4.9062e+006,16498.8
1519.5,3300,5.1827e+006,16508
1520,3300,5.1827e+006,16516.5
1520.5,3300,5.1827e+006,16524.9
1521,3300,5.1827e+006,16533.3
1521.5,3300,5.0338e+006,16541.3
1522,3300,5.0338e+006,16549.3
1522.5,3300,5.0338e+006,16556.8
1523,3300,5.0338e+006,16564.4
1523.5,3300,4.6509e+006,16572
1524,3300,4.6509e+006,16579.5
1524.5,3300,4.6509e+006,16587.1
1525,3300,4.6509e+006,16591.3
1525.5,3300,4.6509e+006,16595.1
1526,3300,3.2086e+006,16598.4
1526.5,3300,3.2086e+006,16602.2
1527,3300,3.2086e+006,16606
1527.5,3300,3.2086e+006,16609.3
1528,3300,3.2086e+006,16613.1
1528.5,3300,3.2086e+006,16616.9
1529,3300,3.2086e+006,16620.3
1529.5,3300,2.2167e+006,16624
1530,3300,2.2167e+006,16627.4
1530.5,3300,2.2167e+006,16631.2
1531,3300,2.2167e+006,16635
1531.5,3300,2.2167e+006,16638.3
1532,3300,2.2167e+006,16642.1
1532.5,3300,2.2167e+006,16645.4
1533,3300,2.2167e+006,16649.2
1533.5,3300,2.1939e+006,16653
1534,3300,2.1939e+006,16656.4
1534.5,3300,2.1939e+006,16660.1
1535,3300,2.1939e+006,16663.5
1535.5,3300,2.1939e+006,16667.3
1536,3300,2.1939e+006,16670.6
1536.5,3300,2.1939e+006,16674.4
1537,3300,2.1939e+006,16678.2
1537.5,3300,2.162e+006,16681.5
1538,3300,2.162e+006,16685.3
1538.5,3300,2.162e+006,16689.1
1539,3300,2.162e+006,16692.4
1539.5,3300,2.162e+006,16696.2
1540,3300,2.162e+006,16699.6
1540.5,3300,2.162e+006,16703.4
1541,3300,2.2167e+006,16707.1
1541.5,3300,2.2167e+006,16710.5
1542,3300,2.2167e+006,16714.3
1542.5,3300,2.2167e+006,16718
1543,3300,2.2167e+006,16721.4
1543.5,3300,2.2167e+006,16725.2
1544,3300,2.2167e+006,16729
1544.5,3300,2.2167e+006,16732.3
1545,3300,2.1939e+006,16736.1
1545.5,3300,2.1939e+006,16739.5
1546,3300,2.1939e+006,16743.2
1546.5,3300,2.1939e+006,16747
1547,3300,2.1939e+006,16750.4
1547.5,3300,2.1939e+006,16754.1
1548,3300,2.1939e+006,16757.5
1548.5,3300,2.1939e+006,16761.3
1549,3300,2.1939e+006,16765.1
1549.5,3300,2.1939e+006,16768.4
1550,3300,2.1939e+006,16772.2
1550.5,3300,2.1939e+006,16775.5
1551,3300,2.1939e+006,16779.3
1551.5,3300,2.1939e+006,16783.1
1552,3300,2.1939e+006,16786.5
1552.5,3300,2.1939e+006,16790.2
1553,3300,2.162e+006,16793.6
1553.5,3300,2.162e+006,16797.4
1554,3300,2.162e+006,16801.1
1554.5,3300,2.162e+006,16804.5
1555,3300,2.162e+006,16808.3
1555.5,3300,2.162e+006,16812.1
1556,3300,2.162e+006,16815.4
1556.5,3300,2.2167e+006,16819.2
1557,3300,2.2167e+006,16823
1557.5,3300,2.2167e+006,16827.6
1558,3300,2.2167e+006,16843.6
1558.5,3300,6.9484e+006,16865.1
1559,3300,6.9484e+006,16885.3
1559.5,3300,9.6926e+006,16897
1560,3300,9.6926e+006,16908.4
1560.5,3300,9.6926e+006,16920.2
1561,3300,7.0548e+006,16932
1561.5,3300,7.0548e+006,16943.3
1562,3300,7.0548e+006,16955.1
1562.5,3300,6.9697e+006,16966.5
1563,3300,6.9697e+006,16978.2
1563.5,3300,6.9697e+006,16990
1564,3300,7.0548e+006,17001.4
1564.5,3300,7.0548e+006,17013.2
1565,3300,7.0548e+006,17024.9
1565.5,3300,7.0548e+006,17036.3
1566,3300,7.0548e+006,17045.6
1566.5,3300,7.0548e+006,17048.9
1567,3300,7.0548e+006,17052.7
1567.5,3300,7.0548e+006,17056.5
1568,3300,7.0548e+006,17059.8
1568.5,3300,2.7576e+006,17063.6
1569,3300,2.7576e+006,17067
1569.5,3300,2.7576e+006,17070.7
1570,3300,2.7576e+006,17074.5
1570.5,3300,2.7576e+006,17077.9
1571,3300,2.7576e+006,17081.7
1571.5,3300,2.7576e+006,17085
1572,3300,2.7576e+006,17088.8
1572.5,3300,2.1939e+006,17092.6
1573,3300,2.1939e+006,17096.3
1573.5,3300,2.1939e+006,17099.7
1574,3300,2.1939e+006,17103.5
1574.5,3300,2.1939e+006,17107.3
1575,3300,2.1939e+006,17110.6
1575.5,3300,2.1939e+006,17114.4
1576,3300,2.1939e+006,17117.7
1576.5,3300,2.1939e+006,17121.5
1577,3300,2.1939e+006,17124.9
1577.5,3300,2.1939e+006,17128.7
1578,3300,2.1939e+006,17132.4
1578.5,3300,2.1939e+006,17135.8
1579,3300,2.1939e+006,17139.6
1579.5,3300,2.1939e+006,17143.3
1580,3300,2.1939e+006,17146.7
1580.5,3300,2.1939e+006,17150.5
1581,3300,2.1939e+006,17153.8
1581.5,3300,2.1939e+006,17157.6
1582,3300,2.1939e+006,17161.4
1582.5,3300,2.1939e+006,17164.8
1583,3300,2.1939e+006,17168.5
1583.5,3300,2.1939e+006,17171.9
1584,3300,2.1939e+006,17175.7
1584.5,3300,2.162e+006,17179
1585,3300,2.162e+006,17182.8
1585.5,3300,2.162e+006,17186.6
1586,3300,2.162e+006,17189.9
1586.5,3300,2.162e+006,17193.7
1587,3300,2.162e+006,17197.5
1587.5,3300,2.162e+006,17201.3
1588,3300,2.2531e+006,17205
1588.5,3300,2.2531e+006,17209.2
1589,3300,2.2531e+006,17213.4
1589.5,3300,2.2531e+006,17217.6
1590,3300,2.2531e+006,17221.4
1590.5,3300,2.2531e+006,17225.6
1591,3300,2.2531e+006,17229.8
1591.5,3300,2.5084e+006,17234
1592,3300,2.5084e+006,17238.2
1592.5,3300,2.5084e+006,17242.4
1593,3300,2.5084e+006,17246.6
1593.5,3300,2.5084e+006,17250.8
1594,3300,2.5084e+006,17255
1594.5,3300,2.5084e+006,17259.2
1595,3300,2.5449e+006,17263.4
1595.5,3300,2.5449e+006,17267.6
1596,3300,2.5449e+006,17271.8
1596.5,3300,2.5449e+006,17276
1597,3300,2.5449e+006,17281
1597.5,3300,2.5449e+006,17285.7
1598,3300,2.7151e+006,17290.3
1598.5,3300,2.7151e+006,17295.3
1599,3300,2.7151e+006,17299.9
1599.5,3300,2.7151e+006,17305
1600,3300,2.7151e+006,17309.6
1600.5,3300,2.7151e+006,17314.2
1601,3300,2.8852e+006,17318.9
1601.5,3300,2.8852e+006,17323
1602,3300,2.8852e+006,17327.2
1602.5,3300,2.8852e+006,17331.4
1603,3300,2.8852e+006,17335.6
1603.5,3300,2.8852e+006,17344.1
1604,3300,3.2682e+006,17351.2
1604.5,3300,3.2682e+006,17358.4
1605,3300,3.2682e+006,17365.5
1605.5,3300,3.2682e+006,17372.6
1606,3300,4.3318e+006,17379.8
1606.5,3300,4.3318e+006,17386.9
1607,3300,4.3318e+006,17394.9
1607.5,3300,4.3318e+006,17402.5
1608,3300,4.4595e+006,17409.2
1608.5,3300,4.4595e+006,17416.4
1609,3300,4.4595e+006,17423.5
1609.5,3300,4.4595e+006,17430.7
1610,3300,4.3318e+006,17437.8
1610.5,3300,4.3318e+006,17445.8
1611,3300,4.3318e+006,17453
1611.5,3300,4.3318e+006,17459.7
1612,3300,4.3956e+006,17466.8
1612.5,3300,4.3956e+006,17474
1613,3300,4.3956e+006,17482.4
1613.5,3300,4.3956e+006,17489.5
1614,3300,4.4595e+006,17496.3
1614.5,3300,4.4595e+006,17503.4
1615,3300,4.4595e+006,17510.6
1615.5,3300,4.4595e+006,17517.7
1616,3300,4.3318e+006,17524.9
1616.5,3300,4.3318e+006,17532
1617,3300,4.3318e+006,17538.7
1617.5,3300,4.3318e+006,17545.9
1618,3300,4.2042e+006,17552.6
1618.5,3300,4.2042e+006,17556.4
1619,3300,4.2042e+006,17559.7
1619.5,3300,4.2042e+006,17563.5
1620,3300,4.2042e+006,17566.9
1620.5,3300,4.2042e+006,17570.6
1621,3300,4.2042e+006,17574.4
1621.5,3300,4.2042e+006,17577.8
1622,3300,2.1939e+006,17581.6
1622.5,3300,2.1939e+006,17585.3
1623,3300,2.1939e+006,17588.7
1623.5,3300,2.1939e+006,17592.5
1624,3300,2.1939e+006,17595.8
1624.5,3300,2.1939e+006,17599.6
1625,3300,2.1939e+006,17603.4
1625.5,3300,2.1939e+006,17606.7
1626,3300,2.1939e+006,17610.5
1626.5,3300,2.1939e+006,17613.9
1627,3300,2.1939e+006,17617.7
1627.5,3300,2.1939e+006,17621.4
1628,3300,2.1939e+006,17624.8
1628.5,3300,2.1939e+006,17628.6
1629,3300,2.1939e+006,17631.9
1629.5,3300,2.1939e+006,17635.7
1630,3300,2.1939e+006,17639.5
1630.5,3300,2.1939e+006,17642.8
1631,3300,2.1939e+006,17646.6
1631.5,3300,2.1939e+006,17650
1632,3300,2.1939e+006,17653.7
1632.5,3300,2.1939e+006,17657.5
1633,3300,2.1939e+006,17660.9
1633.5,3300,2.1939e+006,17664.7
1634,3300,2.1939e+006,17668.4
1634.5,3300,2.1939e+006,17671.8
1635,3300,2.1939e+006,17675.6
1635.5,3300,2.1939e+006,17679.3
1636,3300,2.1939e+006,17682.7
1636.5,3300,2.1939e+006,17686.5
1637,3300,2.1939e+006,17689.8
1637.5,3300,2.2531e+006,17694.5
1638,3300,2.2531e+006,17699.5
1638.5,3300,8.2886e+006,17721.8
1639,3300,8.2886e+006,17742.9
1639.5,3300,1.12243e+007,17758.9
1640,3300,1.12243e+007,17770.6
1640.5,3300,1.12243e+007,17782.4
1641,3300,7.1399e+006,17794.2
1641.5,3300,7.1399e+006,17805.6
1642,3300,7.1399e+006,17817.3
1642.5,3300,6.9697e+006,17828.7
1643,3300,6.9697e+006,17840.5
1643.5,3300,6.9697e+006,17852.3
1644,3300,7.0548e+006,17863.6
1644.5,3300,7.0548e+006,17875.4
1645,3300,7.0548e+006,17887.2
1645.5,3300,7.0548e+006,17898.5
1646,3300,7.0548e+006,17909.5
1646.5,3300,7.0548e+006,17916.2
1647,3300,7.0548e+006,17920
1647.5,3300,7.0548e+006,17923.8
1648,3300,3.4639e+006,17927.1
1648.5,3300,3.4639e+006,17930.9
1649,3300,3.4639e+006,17934.2
1649.5,3300,3.4639e+006,17938.4
1650,3300,3.4639e+006,17941.8
1650.5,3300,3.4639e+006,17945.6
1651,3300,3.4639e+006,17948.9
1651.5,3300,2.2167e+006,17952.7
1652,3300,2.2167e+006,17956.1
1652.5,3300,2.2167e+006,17959.8
1653,3300,2.2167e+006,17963.6
1653.5,3300,2.2167e+006,17967
1654,3300,2.2167e+006,17970.8
1654.5,3300,2.2167e+006,17974.1
1655,3300,2.2167e+006,17977.9
1655.5,3300,2.1939e+006,17981.7
1656,3300,2.1939e+006,17985
1656.5,3300,2.1939e+006,17988.8
1657,3300,2.1939e+006,17992.2
1657.5,3300,2.1939e+006,17995.9
1658,3300,2.1939e+006,17999.7
1658.5,3300,2.1939e+006,18003.1
1659,3300,2.1939e+006,18006.9
1659.5,3300,2.162e+006,18010.2
1660,3300,2.162e+006,18014
1660.5,3300,2.162e+006,18017.8
1661,3300,2.162e+006,18021.1
1661.5,3300,2.162e+006,18024.9
1662,3300,2.162e+006,18028.3
1662.5,3300,2.162e+006,18032
1663,3300,2.2167e+006,18035.8
1663.5,3300,2.2167e+006,18039.2
1664,3300,2.2167e+006,18042.9
1664.5,3300,2.2167e+006,18046.7
1665,3300,2.2167e+006,18050.1
1665.5,3300,2.2167e+006,18053.9
1666,3300,2.2167e+006,18057.6
1666.5,3300,2.2167e+006,18061
1667,3300,2.1939e+006,18064.8
1667.5,3300,2.1939e+006,18069
1668,3300,2.1939e+006,18073.2
1668.5,3300,2.1939e+006,18077.4
1669,3300,2.1939e+006,18081.6
1669.5,3300,2.1939e+006,18085.8
1670,3300,2.1939e+006,18090
1670.5,3300,2.5449e+006,18094.2
1671,3300,2.5449e+006,18098.4
1671.5,3300,2.5449e+006,18102.6
1672,3300,2.5449e+006,18106.8
1672.5,3300,2.5449e+006,18111
1673,3300,2.5449e+006,18115.2
1673.5,3300,2.5449e+006,18119.4
1674,3300,2.5449e+006,18123.6
1674.5,3300,2.5449e+006,18127.3
1675,3300,2.5449e+006,18132
1675.5,3300,2.5449e+006,18136.2
1676,3300,2.5449e+006,18140.8
1676.5,3300,2.5449e+006,18145.4
1677,3300,2.7151e+006,18150.4
1677.5,3300,2.7151e+006,18155.1
1678,3300,2.7151e+006,18159.7
1678.5,3300,2.7151e+006,18164.7
1679,3300,2.7151e+006,18169.3
1679.5,3300,2.7151e+006,18174.4
1680,3300,2.8852e+006,18179
1680.5,3300,2.8852e+006,18183.2
1681,3300,2.8852e+006,18189.9
1681.5,3300,2.8852e+006,18198.8
1682,3300,4.268e+006,18207.2
1682.5,3300,4.268e+006,18214.7
1683,3300,4.268e+006,18221.5
1683.5,3300,4.268e+006,18228.6
1684,3300,4.3318e+006,18235.8
