Time(ms),Voltage(mV),Current(nA),Energy(uJ)
973,3300,2.2531e+006,10555.1
973.5,3300,2.2531e+006,10558.8
974,3300,2.2531e+006,10562.2
974.5,3300,2.2531e+006,10566
975,3300,2.2531e+006,10569.7
975.5,3300,2.2531e+006,10573.1
976,3300,2.2531e+006,10576.9
976.5,3300,2.2167e+006,10580.7
977,3300,2.2167e+006,10584
977.5,3300,2.2167e+006,10587.8
978,3300,2.2167e+006,10591.6
978.5,3300,2.2167e+006,10594.9
979,3300,2.2167e+006,10598.7
979.5,3300,2.2167e+006,10602.5
980,3300,2.2167e+006,10605.8
980.5,3300,2.1939e+006,10609.6
981,3300,2.1939e+006,10613.4
981.5,3300,2.1939e+006,10616.7
982,3300,2.1939e+006,10620.5
982.5,3300,2.1939e+006,10623.9
983,3300,2.1939e+006,10627.7
983.5,3300,2.1939e+006,10631.4
984,3300,2.1939e+006,10634.8
984.5,3300,2.1939e+006,10638.6
985,3300,2.1939e+006,10641.9
985.5,3300,2.1939e+006,10645.7
986,3300,2.1939e+006,10649.5
986.5,3300,2.1939e+006,10652.8
987,3300,2.1939e+006,10656.6
987.5,3300,2.1939e+006,10660
988,3300,2.1939e+006,10663.8
988.5,3300,2.1939e+006,10667.5
989,3300,2.1939e+006,10670.9
989.5,3300,2.1939e+006,10674.7
990,3300,2.1939e+006,10678.4
990.5,3300,2.1939e+006,10681.8
991,3300,2.1939e+006,10685.6
991.5,3300,2.1939e+006,10688.9
992,3300,2.1939e+006,10692.7
992.5,3300,2.1939e+006,10696.5
993,3300,2.1939e+006,10699.8
993.5,3300,2.1939e+006,10703.6
994,3300,2.1939e+006,10707.4
994.5,3300,2.1939e+006,10710.8
995,3300,2.1939e+006,10715.4
995.5,3300,2.1939e+006,10721.3
996,3300,4.0765e+006,10743.6
996.5,3300,4.0765e+006,10764.6
997,3300,1.12243e+007,10780.6
997.5,3300,1.12243e+007,10792
998,3300,1.12243e+007,10803.8
998.5,3300,7.0548e+006,10815.5
999,3300,7.0548e+006,10826.9
999.5,3300,7.0548e+006,10838.7
1000,3300,7.0548e+006,10850.5
1000.5,3300,7.0548e+006,10861.8
1001,3300,7.0548e+006,10873.6
1001.5,3300,7.0548e+006,10885.4
1002,3300,7.0548e+006,10896.7
1002.5,3300,7.0548e+006,10908.5
1003,3300,6.9697e+006,10919.9
1003.5,3300,6.9697e+006,10930.8
1004,3300,6.9697e+006,10937.5
1004.5,3300,6.9697e+006,10940.9
1005,3300,6.9697e+006,10944.7
1005.5,3300,3.4128e+006,10948
1006,3300,3.4128e+006,10951.8
1006.5,3300,3.4128e+006,10955.2
1007,3300,3.4128e+006,10958.9
1007.5,3300,3.4128e+006,10962.7
1008,3300,3.4128e+006,10966.1
1008.5,3300,3.4128e+006,10969.9
1009,3300,2.2167e+006,10973.6
1009.5,3300,2.2167e+006,10977.4
1010,3300,2.2167e+006,10980.8
1010.5,3300,2.2167e+006,10984.5
1011,3300,2.2167e+006,10987.9
1011.5,3300,2.2167e+006,10991.7
1012,3300,2.2167e+006,10995.5
1012.5,3300,2.2167e+006,10998.8
1013,3300,2.1939e+006,11002.6
1013.5,3300,2.1939e+006,11006
1014,3300,2.1939e+006,11009.7
1014.5,3300,2.1939e+006,11013.5
1015,3300,2.1939e+006,11016.9
1015.5,3300,2.1939e+006,11020.6
1016,3300,2.1939e+006,11024
1016.5,3300,2.1939e+006,11027.8
1017,3300,2.1939e+006,11031.6
1017.5,3300,2.1939e+006,11034.9
1018,3300,2.1939e+006,11038.7
1018.5,3300,2.1939e+006,11042
1019,3300,2.1939e+006,11045.8
1019.5,3300,2.1939e+006,11049.6
1020,3300,2.1939e+006,11053
1020.5,3300,2.1939e+006,11056.7
1021,3300,2.1939e+006,11060.5
1021.5,3300,2.1939e+006,11063.9
1022,3300,2.1939e+006,11067.6
1022.5,3300,2.1939e+006,11071
1023,3300,2.1939e+006,11074.8
1023.5,3300,2.1939e+006,11078.6
1024,3300,2.1939e+006,11081.9
1024.5,3300,2.1939e+006,11085.7
1025,3300,2.3853e+006,11092
1025.5,3300,2.3853e+006,11099.6
1026,3300,2.3853e+006,11106.7
1026.5,3300,2.3853e+006,11113.9
1027,3300,4.3956e+006,11121
1027.5,3300,4.3956e+006,11128.2
1028,3300,4.3956e+006,11134.9
1028.5,3300,4.3956e+006,11142.9
1029,3300,4.3956e+006,11150
1029.5,3300,4.3956e+006,11157.2
1030,3300,4.3956e+006,11164.3
1030.5,3300,4.3956e+006,11171.5
1031,3300,4.3318e+006,11178.6
1031.5,3300,4.3318e+006,11185.8
1032,3300,4.3318e+006,11193.7
1032.5,3300,4.3318e+006,11200.9
1033,3300,4.3956e+006,11207.6
1033.5,3300,4.3956e+006,11214.8
1034,3300,4.3956e+006,11222.3
1034.5,3300,4.3956e+006,11230.8
1035,3300,4.7147e+006,11238.7
1035.5,3300,4.7147e+006,11246.3
1036,3300,4.7147e+006,11253.9
1036.5,3300,4.7147e+006,11261.4
1037,3300,4.5871e+006,11269
1037.5,3300,4.5871e+006,11277
1038,3300,4.5871e+006,11284.6
1038.5,3300,4.5871e+006,11292.1
1039,3300,4.6509e+006,11299.7
1039.5,3300,4.6509e+006,11306.9
1040,3300,4.6509e+006,11311.1
1040.5,3300,4.6509e+006,11315.3
1041,3300,4.6509e+006,11319.5
1041.5,3300,4.6509e+006,11323.7
1042,3300,2.8427e+006,11327.9
1042.5,3300,2.8427e+006,11332.1
1043,3300,2.8427e+006,11336.7
1043.5,3300,2.8427e+006,11341.7
1044,3300,2.8427e+006,11346.3
1044.5,3300,2.8427e+006,11351.4
1045,3300,2.8427e+006,11356
1045.5,3300,2.8427e+006,11360.6
1046,3300,2.8427e+006,11365.7
1046.5,3300,2.8427e+006,11370.3
1047,3300,2.8427e+006,11374.9
1047.5,3300,2.8427e+006,11379.1
1048,3300,2.7576e+006,11383.3
1048.5,3300,2.7576e+006,11387.5
1049,3300,2.7576e+006,11391.7
1049.5,3300,2.7576e+006,11395.9
1050,3300,2.7576e+006,11399.2
1050.5,3300,2.7576e+006,11403
1051,3300,2.7576e+006,11406.4
1051.5,3300,2.3261e+006,11410.2
1052,3300,2.3261e+006,11413.9
1052.5,3300,2.3261e+006,11417.3
1053,3300,2.3261e+006,11421.1
1053.5,3300,2.3261e+006,11424.4
1054,3300,2.3261e+006,11428.2
1054.5,3300,2.3261e+006,11432
1055,3300,2.3261e+006,11435.3
1055.5,3300,2.1939e+006,11439.1
1056,3300,2.1939e+006,11442.9
1056.5,3300,2.1939e+006,11446.7
1057,3300,2.1939e+006,11450
1057.5,3300,2.1939e+006,11453.8
1058,3300,2.1939e+006,11457.2
1058.5,3300,2.1939e+006,11460.9
1059,3300,2.2167e+006,11464.7
1059.5,3300,2.2167e+006,11468.1
1060,3300,2.2167e+006,11471.9
1060.5,3300,2.2167e+006,11475.2
1061,3300,2.2167e+006,11479
1061.5,3300,2.2167e+006,11482.8
1062,3300,2.2167e+006,11486.1
1062.5,3300,2.2167e+006,11489.9
1063,3300,2.162e+006,11493.3
1063.5,3300,2.162e+006,11497
1064,3300,2.162e+006,11500.8
1064.5,3300,2.162e+006,11504.2
1065,3300,2.162e+006,11508
1065.5,3300,2.162e+006,11511.3
1066,3300,2.162e+006,11515.1
1066.5,3300,2.2167e+006,11518.9
1067,3300,2.2167e+006,11522.2
1067.5,3300,2.2167e+006,11526
1068,3300,2.2167e+006,11529.4
1068.5,3300,2.2167e+006,11533.1
1069,3300,2.2167e+006,11536.9
1069.5,3300,2.2167e+006,11540.3
1070,3300,2.2167e+006,11544
1070.5,3300,2.162e+006,11547.4
1071,3300,2.162e+006,11551.2
1071.5,3300,2.162e+006,11555
1072,3300,2.162e+006,11558.7
1072.5,3300,2.162e+006,11562.1
1073,3300,2.162e+006,11565.9
1073.5,3300,2.162e+006,11569.2
1074,3300,2.2167e+006,11573
1074.5,3300,2.2167e+006,11576.8
1075,3300,2.2167e+006,11580.1
1075.5,3300,2.2167e+006,11584.8
1076,3300,2.2167e+006,11597.4
1076.5,3300,5.5571e+006,11618.9
1077,3300,5.5571e+006,11640.7
1077.5,3300,1.03308e+007,11652.9
1078,3300,1.03308e+007,11664.3
1078.5,3300,1.03308e+007,11676.1
1079,3300,6.9697e+006,11687.4
1079.5,3300,6.9697e+006,11699.2
1080,3300,6.9697e+006,11711
1080.5,3300,7.0548e+006,11722.4
1081,3300,7.0548e+006,11734.1
1081.5,3300,7.0548e+006,11745.9
1082,3300,7.0548e+006,11757.3
1082.5,3300,7.0548e+006,11769.1
1083,3300,7.0548e+006,11780.4
1083.5,3300,7.0548e+006,11792.2
1084,3300,7.0548e+006,11802.3
1084.5,3300,7.0548e+006,11806.5
1085,3300,7.0548e+006,11810.3
1085.5,3300,7.0548e+006,11813.6
1086,3300,7.0548e+006,11817.4
1086.5,3300,2.9278e+006,11821.2
1087,3300,2.9278e+006,11824.5
1087.5,3300,2.9278e+006,11828.3
1088,3300,2.9278e+006,11831.7
1088.5,3300,2.9278e+006,11835.5
1089,3300,2.9278e+006,11839.2
1089.5,3300,2.9278e+006,11842.6
1090,3300,2.9278e+006,11846.4
1090.5,3300,2.1939e+006,11850.1
1091,3300,2.1939e+006,11853.5
1091.5,3300,2.1939e+006,11857.3
1092,3300,2.1939e+006,11860.6
1092.5,3300,2.1939e+006,11864.4
1093,3300,2.1939e+006,11868.2
1093.5,3300,2.1939e+006,11871.6
1094,3300,2.1939e+006,11875.3
1094.5,3300,2.162e+006,11878.7
1095,3300,2.162e+006,11882.5
1095.5,3300,2.162e+006,11886.2
1096,3300,2.162e+006,11889.6
1096.5,3300,2.162e+006,11893.4
1097,3300,2.162e+006,11896.7
1097.5,3300,2.162e+006,11900.5
1098,3300,2.2167e+006,11904.3
1098.5,3300,2.2167e+006,11907.6
1099,3300,2.2167e+006,11911.4
1099.5,3300,2.2167e+006,11915.2
1100,3300,2.2167e+006,11918.6
1100.5,3300,2.2167e+006,11922.3
1101,3300,2.2167e+006,11925.7
1101.5,3300,2.2167e+006,11929.5
1102,3300,2.162e+006,11932.8
1102.5,3300,2.162e+006,11936.6
1103,3300,2.162e+006,11940.4
1103.5,3300,2.162e+006,11944.2
1104,3300,2.162e+006,11947.5
1104.5,3300,2.162e+006,11951.3
1105,3300,2.162e+006,11955.1
1105.5,3300,2.2167e+006,11958.4
1106,3300,2.2167e+006,11962.2
1106.5,3300,2.2167e+006,11965.6
1107,3300,2.2167e+006,11969.3
1107.5,3300,2.2167e+006,11972.7
1108,3300,2.2167e+006,11976.5
1108.5,3300,2.2167e+006,11980.3
1109,3300,2.2167e+006,11983.6
1109.5,3300,2.1939e+006,11987.4
1110,3300,2.1939e+006,11990.7
1110.5,3300,2.1939e+006,11994.5
1111,3300,2.1939e+006,11998.3
1111.5,3300,2.1939e+006,12001.7
1112,3300,2.1939e+006,12005.4
1112.5,3300,2.1939e+006,12008.8
1113,3300,2.1939e+006,12012.6
1113.5,3300,2.2258e+006,12016.8
1114,3300,2.2258e+006,12021
1114.5,3300,2.2258e+006,12025.2
1115,3300,2.2258e+006,12029.4
1115.5,3300,2.2258e+006,12033.6
1116,3300,2.2258e+006,12037.8
1116.5,3300,2.2258e+006,12042
1117,3300,2.5449e+006,12046.2
1117.5,3300,2.5449e+006,12049.9
1118,3300,2.5449e+006,12055.8
1118.5,3300,2.5449e+006,12064.2
1119,3300,3.9489e+006,12072.2
1119.5,3300,3.9489e+006,12079.8
1120,3300,3.9489e+006,12087.4
1120.5,3300,3.9489e+006,12094.9
1121,3300,4.5871e+006,12102.5
1121.5,3300,4.5871e+006,12110.9
1122,3300,4.5871e+006,12119.7
1122.5,3300,5.1827e+006,12128.2
1123,3300,5.1827e+006,12136.1
1123.5,3300,5.1827e+006,12144.6
1124,3300,5.1827e+006,12153
1124.5,3300,4.97e+006,12161
1125,3300,4.97e+006,12169.8
1125.5,3300,4.97e+006,12178.6
1126,3300,5.1827e+006,12186.6
1126.5,3300,5.1827e+006,12194.6
1127,3300,5.1827e+006,12202.2
1127.5,3300,5.1827e+006,12210.2
1128,3300,4.8424e+006,12218.6
1128.5,3300,4.8424e+006,12226.6
1129,3300,4.8424e+006,12233.3
1129.5,3300,4.8424e+006,12240.4
1130,3300,4.3956e+006,12247.6
1130.5,3300,4.3956e+006,12254.7
1131,3300,4.3956e+006,12261.9
1131.5,3300,4.3956e+006,12269
1132,3300,4.268e+006,12275.8
1132.5,3300,4.268e+006,12282.9
1133,3300,4.268e+006,12288.4
1133.5,3300,4.268e+006,12292.1
1134,3300,4.268e+006,12295.5
1134.5,3300,4.268e+006,12299.3
1135,3300,2.7576e+006,12303.1
1135.5,3300,2.7576e+006,12306.4
1136,3300,2.7576e+006,12310.2
1136.5,3300,2.7576e+006,12313.5
1137,3300,2.7576e+006,12317.3
1137.5,3300,2.7576e+006,12321.1
1138,3300,2.7576e+006,12324.5
1138.5,3300,2.7576e+006,12328.2
1139,3300,2.1939e+006,12332
1139.5,3300,2.1939e+006,12335.4
1140,3300,2.1939e+006,12339.1
1140.5,3300,2.1939e+006,12342.5
1141,3300,2.1939e+006,12346.3
1141.5,3300,2.1939e+006,12350.1
1142,3300,2.1939e+006,12353.4
1142.5,3300,2.1939e+006,12357.2
1143,3300,2.162e+006,12360.5
1143.5,3300,2.162e+006,12364.3
1144,3300,2.162e+006,12368.1
1144.5,3300,2.162e+006,12371.5
1145,3300,2.162e+006,12375.2
1145.5,3300,2.162e+006,12378.6
1146,3300,2.162e+006,12382.4
1146.5,3300,2.2167e+006,12386.1
1147,3300,2.2167e+006,12389.5
1147.5,3300,2.2167e+006,12393.3
1148,3300,2.2167e+006,12396.6
1148.5,3300,2.2167e+006,12400.4
1149,3300,2.2167e+006,12404.2
1149.5,3300,2.2167e+006,12408
1150,3300,2.2167e+006,12411.3
1150.5,3300,2.1939e+006,12415.1
1151,3300,2.1939e+006,12418.5
1151.5,3300,2.1939e+006,12422.2
1152,3300,2.1939e+006,12426
1152.5,3300,2.1939e+006,12429.4
1153,3300,2.1939e+006,12433.2
1153.5,3300,2.1939e+006,12436.5
1154,3300,2.1939e+006,12440.3
1154.5,3300,2.1939e+006,12444.1
1155,3300,2.1939e+006,12447.4
1155.5,3300,2.1939e+006,12451.6
1156,3300,2.1939e+006,12456.2
1156.5,3300,4.7147e+006,12475.2
1157,3300,4.7147e+006,12496.2
1157.5,3300,1.21178e+007,12515.2
1158,3300,1.21178e+007,12526.5
1158.5,3300,1.21178e+007,12538.3
1159,3300,7.0548e+006,12550.1
1159.5,3300,7.0548e+006,12561.5
1160,3300,7.0548e+006,12573.2
1160.5,3300,6.9697e+006,12584.6
1161,3300,6.9697e+006,12596.4
1161.5,3300,6.9697e+006,12608.2
1162,3300,7.0548e+006,12619.5
1162.5,3300,7.0548e+006,12631.3
1163,3300,7.0548e+006,12643.1
1163.5,3300,7.0548e+006,12654.4
1164,3300,7.0548e+006,12665.8
1164.5,3300,7.0548e+006,12674.2
1165,3300,7.0548e+006,12677.6
1165.5,3300,4.0765e+006,12681.3
1166,3300,4.0765e+006,12684.7
1166.5,3300,4.0765e+006,12688.5
1167,3300,4.0765e+006,12692.3
1167.5,3300,4.0765e+006,12695.6
1168,3300,4.0765e+006,12699.4
1168.5,3300,4.0765e+006,12702.7
1169,3300,4.0765e+006,12706.5
1169.5,3300,2.1939e+006,12710.3
1170,3300,2.1939e+006,12713.7
1170.5,3300,2.1939e+006,12717.4
1171,3300,2.1939e+006,12721.2
1171.5,3300,2.1939e+006,12724.6
1172,3300,2.1939e+006,12728.3
1172.5,3300,2.1939e+006,12731.7
1173,3300,2.1939e+006,12735.5
1173.5,3300,2.1939e+006,12739.3
1174,3300,2.1939e+006,12742.6
1174.5,3300,2.1939e+006,12746.4
1175,3300,2.1939e+006,12749.8
1175.5,3300,2.1939e+006,12753.5
1176,3300,2.1939e+006,12757.3
1176.5,3300,2.1939e+006,12760.7
1177,3300,2.1939e+006,12764.4
1177.5,3300,2.162e+006,12767.8
1178,3300,2.162e+006,12771.6
1178.5,3300,2.162e+006,12775.4
1179,3300,2.162e+006,12778.7
1179.5,3300,2.162e+006,12782.5
1180,3300,2.162e+006,12787.5
1180.5,3300,2.8001e+006,12795.5
1181,3300,2.8001e+006,12803.9
1181.5,3300,2.8001e+006,12810.7
1182,3300,2.8001e+006,12817.8
1182.5,3300,4.4595e+006,12825
1183,3300,4.4595e+006,12832.1
1183.5,3300,4.4595e+006,12839.2
1184,3300,4.4595e+006,12846.4
1184.5,3300,4.268e+006,12853.1
1185,3300,4.268e+006,12860.3
1185.5,3300,4.268e+006,12867.4
1186,3300,4.268e+006,12874.6
1186.5,3300,4.3318e+006,12881.7
1187,3300,4.3318e+006,12888.9
1187.5,3300,4.3318e+006,12895.6
1188,3300,4.3318e+006,12902.7
1188.5,3300,4.268e+006,12909.9
1189,3300,4.268e+006,12917
1189.5,3300,4.268e+006,12923.3
1190,3300,4.268e+006,12926.7
1190.5,3300,4.268e+006,12930.5
1191,3300,4.268e+006,12933.8
1191.5,3300,2.8001e+006,12937.6
1192,3300,2.8001e+006,12941.4
1192.5,3300,2.8001e+006,12945.2
1193,3300,2.8001e+006,12949.4
1193.5,3300,2.8001e+006,12953.6
1194,3300,2.8001e+006,12957.8
1194.5,3300,2.8001e+006,12962
1195,3300,2.4719e+006,12966.2
1195.5,3300,2.4719e+006,12970.4
1196,3300,2.4719e+006,12974.5
1196.5,3300,2.4719e+006,12978.7
1197,3300,2.4719e+006,12982.9
1197.5,3300,2.4719e+006,12987.1
1198,3300,2.4719e+006,12991.3
1198.5,3300,2.5449e+006,12995.5
1199,3300,2.5449e+006,12999.7
1199.5,3300,2.5449e+006,13003.9
1200,3300,2.5449e+006,13008.1
1200.5,3300,2.5449e+006,13012.3
1201,3300,2.5449e+006,13016.5
1201.5,3300,2.63e+006,13021.6
1202,3300,2.63e+006,13026.2
1202.5,3300,2.63e+006,13031.2
1203,3300,2.63e+006,13035.9
1203.5,3300,2.63e+006,13040.5
1204,3300,2.63e+006,13045.5
1204.5,3300,2.8852e+006,13050.1
1205,3300,2.8852e+006,13055.2
1205.5,3300,2.8852e+006,13059.4
1206,3300,2.8852e+006,13063.6
1206.5,3300,2.8852e+006,13067.8
1207,3300,2.8852e+006,13072
1207.5,3300,2.63e+006,13076.2
1208,3300,2.63e+006,13080
1208.5,3300,2.63e+006,13083.7
1209,3300,2.63e+006,13087.1
1209.5,3300,2.63e+006,13090.9
1210,3300,2.63e+006,13094.6
1210.5,3300,2.63e+006,13098
1211,3300,2.2167e+006,13101.8
1211.5,3300,2.2167e+006,13105.1
1212,3300,2.2167e+006,13108.9
1212.5,3300,2.2167e+006,13112.7
1213,3300,2.2167e+006,13116.1
1213.5,3300,2.2167e+006,13119.8
1214,3300,2.2167e+006,13123.6
1214.5,3300,2.2167e+006,13127
1215,3300,2.1939e+006,13130.7
1215.5,3300,2.1939e+006,13134.1
1216,3300,2.1939e+006,13137.9
1216.5,3300,2.1939e+006,13141.7
1217,3300,2.1939e+006,13145
1217.5,3300,2.1939e+006,13148.8
1218,3300,2.1939e+006,13152.1
1218.5,3300,2.1939e+006,13155.9
1219,3300,2.1939e+006,13159.7
1219.5,3300,2.1939e+006,13163.1
1220,3300,2.1939e+006,13166.8
1220.5,3300,2.1939e+006,13170.6
1221,3300,2.1939e+006,13176.1
1221.5,3300,2.1939e+006,13184.1
1222,3300,3.1831e+006,13191.2
1222.5,3300,3.1831e+006,13198.4
1223,3300,3.1831e+006,13205.5
1223.5,3300,3.1831e+006,13212.7
1224,3300,4.268e+006,13219.4
1224.5,3300,4.268e+006,13227.4
1225,3300,4.268e+006,13234.5
1225.5,3300,4.268e+006,13241.7
1226,3300,4.4595e+006,13248.8
1226.5,3300,4.4595e+006,13256
1227,3300,4.4595e+006,13263.1
1227.5,3300,4.4595e+006,13270.3
1228,3300,4.4595e+006,13278.2
1228.5,3300,4.4595e+006,13285.4
1229,3300,4.4595e+006,13292.1
1229.5,3300,4.4595e+006,13299.3
1230,3300,4.268e+006,13306.4
1230.5,3300,4.268e+006,13314.8
1231,3300,4.268e+006,13322
1231.5,3300,4.268e+006,13328.7
1232,3300,4.4595e+006,13335.8
1232.5,3300,4.4595e+006,13343
1233,3300,4.4595e+006,13350.1
1233.5,3300,4.4595e+006,13357.3
1234,3300,4.3318e+006,13364.4
1234.5,3300,4.3318e+006,13371.2
1235,3300,4.3318e+006,13378.3
1235.5,3300,4.3318e+006,13384.6
1236,3300,4.3318e+006,13389.2
1236.5,3300,4.0255e+006,13397.6
1237,3300,4.0255e+006,13419.5
1237.5,3300,1.31389e+007,13441
1238,3300,1.31389e+007,13455.3
1238.5,3300,7.7781e+006,13466.7
1239,3300,7.7781e+006,13478.5
1239.5,3300,7.7781e+006,13490.2
1240,3300,7.0548e+006,13501.6
1240.5,3300,7.0548e+006,13513.4
1241,3300,7.0548e+006,13525.2
1241.5,3300,7.0548e+006,13536.5
1242,3300,7.0548e+006,13548.3
1242.5,3300,7.0548e+006,13559.7
1243,3300,7.1399e+006,13571.9
1243.5,3300,7.1399e+006,13583.2
1244,3300,7.1399e+006,13595
1244.5,3300,6.7995e+006,13605.5
1245,3300,6.7995e+006,13611.4
1245.5,3300,6.7995e+006,13614.8
1246,3300,6.7995e+006,13618.5
1246.5,3300,6.7995e+006,13621.9
1247,3300,6.7995e+006,13625.7
1247.5,3300,6.7995e+006,13629
1248,3300,2.3625e+006,13632.8
1248.5,3300,2.3625e+006,13636.6
1249,3300,2.3625e+006,13639.9
1249.5,3300,2.3625e+006,13643.7
1250,3300,2.3625e+006,13647.5
1250.5,3300,2.3625e+006,13650.9
1251,3300,2.3625e+006,13654.6
1251.5,3300,2.2167e+006,13658.4
1252,3300,2.2167e+006,13661.8
1252.5,3300,2.2167e+006,13665.5
1253,3300,2.2167e+006,13668.9
1253.5,3300,2.2167e+006,13672.7
1254,3300,2.2167e+006,13676.5
1254.5,3300,2.2167e+006,13679.8
1255,3300,2.2167e+006,13683.6
1255.5,3300,2.1939e+006,13687.4
1256,3300,2.1939e+006,13690.7
1256.5,3300,2.1939e+006,13694.5
1257,3300,2.1939e+006,13697.9
1257.5,3300,2.1939e+006,13701.6
1258,3300,2.1939e+006,13705.4
1258.5,3300,2.1939e+006,13708.8
1259,3300,2.1939e+006,13712.5
1259.5,3300,2.162e+006,13715.9
1260,3300,2.162e+006,13719.7
1260.5,3300,2.162e+006,13723.5
1261,3300,2.162e+006,13726.8
1261.5,3300,2.162e+006,13730.6
1262,3300,2.162e+006,13733.9
1262.5,3300,2.162e+006,13737.7
1263,3300,2.162e+006,13741.1
1263.5,3300,2.1939e+006,13744.9
1264,3300,2.1939e+006,13748.6
1264.5,3300,2.1939e+006,13752
1265,3300,2.1939e+006,13755.8
1265.5,3300,2.1939e+006,13759.6
1266,3300,2.1939e+006,13762.9
1266.5,3300,2.1939e+006,13766.7
1267,3300,2.2167e+006,13770.5
1267.5,3300,2.2167e+006,13773.8
1268,3300,2.2167e+006,13777.6
1268.5,3300,2.2167e+006,13781
1269,3300,2.2167e+006,13784.7
1269.5,3300,2.2167e+006,13788.5
1270,3300,2.2167e+006,13791.9
1270.5,3300,2.2167e+006,13795.6
1271,3300,2.1939e+006,13799.4
1271.5,3300,2.1939e+006,13803.2
1272,3300,2.1939e+006,13807.4
1272.5,3300,2.1939e+006,13811.6
1273,3300,2.1939e+006,13815.8
1273.5,3300,2.1939e+006,13819.6
1274,3300,2.1939e+006,13823.8
1274.5,3300,2.4719e+006,13828
1275,3300,2.4719e+006,13832.2
1275.5,3300,2.4719e+006,13836.4
1276,3300,2.4719e+006,13840.6
1276.5,3300,2.4719e+006,13844.8
1277,3300,2.4719e+006,13849
1277.5,3300,2.4719e+006,13853.2
1278,3300,2.5449e+006,13857.4
1278.5,3300,2.5449e+006,13861.6
1279,3300,2.5449e+006,13865.8
1279.5,3300,2.5449e+006,13870
1280,3300,2.5449e+006,13874.6
1280.5,3300,2.5449e+006,13879.2
1281,3300,2.6725e+006,13883.8
1281.5,3300,2.6725e+006,13888.9
1282,3300,2.6725e+006,13893.5
1282.5,3300,2.6725e+006,13898.5
1283,3300,2.6725e+006,13903.1
1283.5,3300,2.6725e+006,13908.2
1284,3300,2.9278e+006,13912.8
1284.5,3300,2.9278e+006,13917.4
1285,3300,2.9278e+006,13921.6
1285.5,3300,2.9278e+006,13925.4
1286,3300,2.9278e+006,13929.6
1286.5,3300,2.9278e+006,13933.8
1287,3300,2.9278e+006,13938
1287.5,3300,2.4719e+006,13941.4
1288,3300,2.4719e+006,13945.1
1288.5,3300,2.4719e+006,13948.5
1289,3300,2.4719e+006,13952.3
1289.5,3300,2.4719e+006,13956.1
1290,3300,2.4719e+006,13959.4
1290.5,3300,2.4719e+006,13963.2
1291,3300,2.2167e+006,13967
1291.5,3300,2.2167e+006,13970.3
1292,3300,2.2167e+006,13974.1
1292.5,3300,2.2167e+006,13977.9
1293,3300,2.2167e+006,13981.2
1293.5,3300,2.2167e+006,13985
1294,3300,2.2167e+006,13988.4
1294.5,3300,2.2167e+006,13992.1
1295,3300,2.162e+006,13995.5
1295.5,3300,2.162e+006,13999.3
1296,3300,2.162e+006,14002.6
1296.5,3300,2.162e+006,14006.4
1297,3300,2.162e+006,14010.2
1297.5,3300,2.162e+006,14013.5
1298,3300,2.162e+006,14017.3
1298.5,3300,2.2167e+006,14021.1
1299,3300,2.2167e+006,14024.9
1299.5,3300,2.2167e+006,14028.2
1300,3300,2.2167e+006,14032
1300.5,3300,2.2167e+006,14035.4
1301,3300,2.2167e+006,14039.2
1301.5,3300,2.2167e+006,14042.9
1302,3300,2.2167e+006,14046.3
1302.5,3300,2.1939e+006,14050.1
1303,3300,2.1939e+006,14053.8
1303.5,3300,2.1939e+006,14057.2
1304,3300,2.1939e+006,14060.6
1304.5,3300,2.1939e+006,14064.3
1305,3300,2.1939e+006,14068.1
1305.5,3300,2.1939e+006,14071.5
1306,3300,2.1939e+006,14075.2
1306.5,3300,2.1939e+006,14079
1307,3300,2.1939e+006,14082.4
1307.5,3300,2.1939e+006,14086.2
1308,3300,2.1939e+006,14089.5
1308.5,3300,2.1939e+006,14093.3
1309,3300,2.1939e+006,14097.1
1309.5,3300,2.1939e+006,14100.4
1310,3300,2.1939e+006,14104.2
1310.5,3300,2.162e+006,14107.6
1311,3300,2.162e+006,14111.3
1311.5,3300,2.162e+006,14115.1
1312,3300,2.162e+006,14118.5
1312.5,3300,2.162e+006,14122.2
1313,3300,2.162e+006,14125.6
1313.5,3300,2.162e+006,14129.4
1314,3300,2.399e+006,14135.3
1314.5,3300,2.399e+006,14143.3
1315,3300,2.399e+006,14150
1315.5,3300,2.399e+006,14157.1
1316,3300,4.3956e+006,14164.3
1316.5,3300,4.3956e+006,14172.3
1317,3300,7.9057e+006,14190.4
1317.5,3300,7.9057e+006,14215.6
1318,3300,1.53087e+007,14240.9
1318.5,3300,1.53087e+007,14256
1319,3300,9.0544e+006,14270.8
1319.5,3300,9.0544e+006,14286.3
1320,3300,9.1821e+006,14301.1
1320.5,3300,9.1821e+006,14316.6
1321,3300,9.4374e+006,14332.2
1321.5,3300,9.4374e+006,14347.4
1322,3300,9.1821e+006,14362.5
1322.5,3300,9.1821e+006,14377.7
1323,3300,9.1821e+006,14392.8
1323.5,3300,9.1821e+006,14409.2
1324,3300,9.565e+006,14424.4
1324.5,3300,9.565e+006,14439.5
1325,3300,8.5439e+006,14452.6
1325.5,3300,8.5439e+006,14459.7
1326,3300,8.5439e+006,14466.9
1326.5,3300,8.5439e+006,14474
1327,3300,4.3318e+006,14481.2
1327.5,3300,4.3318e+006,14488.3
1328,3300,4.3318e+006,14495.5
1328.5,3300,4.3318e+006,14502.2
1329,3300,4.3318e+006,14506
